threshold,tp,fp,fn,tn,f2,recall,precision,flag_rate
0.5946713084824855,101155,59260,524227,818167,0.19000219012954073,0.16174913892628826,0.6305831748901287,0.10674343845425467
0.5945308857833167,101206,59278,524176,818149,0.19009305743174712,0.16183068908283257,0.6306298447197228,0.10678935247260297
0.5942352114830591,101221,59287,524161,818140,0.19011951754221204,0.16185467442299267,0.6306290029157425,0.10680532256594151
0.5940202828770591,101285,59401,524097,818026,0.19022700654417715,0.1619570118743424,0.630328715631729,0.10692376742486903
0.5935049927132598,102160,59916,523222,817511,0.19177024812997728,0.16335615671701456,0.6303215775315284,0.10784870199739288
0.5928609607294371,102201,59984,523181,817443,0.1918393610723077,0.16342171664678548,0.6301507537688442,0.10792123283797209
0.5922323402791694,102457,60143,522925,817284,0.19228993501813726,0.16383106645218443,0.6301168511685117,0.1081973823686177
0.592116080960551,102483,60158,522899,817269,0.19233577149197367,0.16387264104179525,0.630117866958516,0.10822466461140438
0.5921036795308716,102689,60273,522693,817154,0.19269916569399773,0.16420203971332722,0.630140769013635,0.10843826460980736
0.5920957766515575,102866,60347,522516,817080,0.1930131296062169,0.16448506672721633,0.6302561683199255,0.10860528516930627
0.5919361402806653,102991,60437,522391,816990,0.19323208338148923,0.1646849445618838,0.630191888782828,0.10874835058879738
0.5917996861716199,103079,60473,522303,816954,0.1933881909736293,0.16482565855748965,0.6302521522207004,0.10883086273771318
0.5917428173894035,103093,60487,522289,816940,0.19341242456215657,0.16484804487497243,0.6302298569507274,0.1088494945132748
0.5915643384573861,103115,60521,522267,816906,0.193449633868685,0.1648832233738739,0.6301486225524946,0.10888675806439807
0.5914727627412013,103141,60543,522241,816884,0.19349492648239613,0.16492479796348472,0.6301226753989394,0.10891869825107516
0.5914404182636273,103518,61047,521864,816380,0.1941380139402489,0.16552762951284175,0.6290401968826907,0.10950493376071077
0.590928455548729,103546,61068,521836,816359,0.19418695628364882,0.16557240214780727,0.6290230478574119,0.10953753936794364
0.5908887648627809,103622,61119,521760,816308,0.1943202280040011,0.16569392787128506,0.6289994597580445,0.10962204777852674
0.5908323095649753,103662,61130,521720,816297,0.1943915208977167,0.16575788877837866,0.6290475265789601,0.10965598422687114
0.5900537319440937,103677,61151,521705,816276,0.19441702458336396,0.16578187411853876,0.6290011405829107,0.10967993936687896
0.5899409772082438,103689,61159,521693,816268,0.19443806874949368,0.16580106239066683,0.6289976220518295,0.10969324777799441
0.5899212620033588,103729,61196,521653,816231,0.1945074599102253,0.1658650232977604,0.6289464908291648,0.1097444851607889
0.5896657069847544,103792,61241,521590,816186,0.19461771172682718,0.1659657617264328,0.6289166409142414,0.10981635058081234
0.5895135709954982,103792,61247,521590,816180,0.19461727382060903,0.1659657617264328,0.6288937766224952,0.10982034310414697
